,train_loss,val-auc
0,1.9829689264297485,0.8452218250630783
1,1.8662022948265076,0.8449064339781329
2,1.6559198498725891,0.855340622371741
3,1.711708128452301,0.8637510513036164
4,1.3772458136081696,0.8694018082422204
5,1.4609758257865906,0.8741063919259882
6,1.2865078747272491,0.8755519343986543
7,1.4351325631141663,0.8732127838519765
8,1.528496503829956,0.8737647182506307
9,1.2375115156173706,0.8736595878889823
10,1.3217351734638214,0.8734756097560976
11,1.578866422176361,0.8756044995794785
12,1.2949599623680115,0.87736543313709
13,1.0959377884864807,0.8786269974768712
14,1.2783207297325134,0.879757148864592
15,1.4092545807361603,0.880703322119428
16,1.2510919570922852,0.8793103448275863
17,1.2198984026908875,0.880913582842725
18,1.6604827344417572,0.885407905803196
19,1.125443458557129,0.8838046677880572
20,1.2946729958057404,0.8864394974768712
21,1.1777747571468353,0.8877470563498739
22,1.1896162033081055,0.8883515559293524
23,1.1902971267700195,0.8890349032800673
24,1.1461670696735382,0.8889297729184189
25,1.2167177498340607,0.890165054667788
26,1.0366684198379517,0.8911440811606393
27,1.0282227396965027,0.892044259882254
28,1.091396003961563,0.8932664003364171
29,1.1399184167385101,0.8950339045416316
30,1.0938183069229126,0.8943439865433137
31,1.2282097339630127,0.8945542472666106
32,1.2014777064323425,0.8963414634146343
33,1.0180625319480896,0.8959078006728343
34,1.2116806209087372,0.8977935765349032
35,1.0072284042835236,0.8985294890664424
36,1.0865504741668701,0.8963611753574432
37,1.1717846393585205,0.9014862804878048
38,1.0046004951000214,0.9017753889823381
39,0.9438464641571045,0.9008292157275021
40,1.071656882762909,0.9016965412111018
41,1.0319995284080505,0.900362699747687
42,1.0776497721672058,0.8989762931034482
43,1.0929713249206543,0.9019725084104291
44,1.0284639298915863,0.90130230235492
45,0.9411369860172272,0.9008883515559293
46,1.0877324938774109,0.8999421783010934
47,1.1702667772769928,0.9007503679562657
48,1.085449457168579,0.9012694491169051
